Kterou zemi reprezentuje Ragnar Klavan?;Estonsko;Norsko;Švédsko;Island
Který anglický fotbalový tým hraje své domácí zápasy v Selhurst Parku?;Crystal Palace;QPR;Burnley;Aston Villa
Který československý hráč se stal nejlepším střelcem MS ve fotbale 1934?;Oldřich Nejedlý;František Svoboda;Jiří Sobotka;Antonín Puč
Který fotbalový tým hraje své domácí zápasy na stadionu Hillsborough?;Sheffield Wednesday;Liverpool FC;Everton FC;West Bromwich Albion
Který fotbalový tým je doma na stadiónu Estádio da Luz?;Benfica Lisabon;Sporting Lisabon;FC Porto;Braga SC
Který hráč Arsenalu FC vstřelil 4 góly v zápase Premier League proti Liverpoolu?;Andrej Aršavin;Robin van Persie;Nicklas Bendtner;Thierry Henry
Který hráč je historicky nejdražší posilou Arsenalu FC?;Nicolas Pépé;Pierre-Emerick Aubameyang;Alexandre Lacazette;Mesut Özil
Který hráč je historicky nejlepším střelcem německé reprezentace?;Miroslav Klose;Gerd Müller;Thomas Müller;Lukas Podolski
Který hráč je nejdražší posilou v historii Liverpoolu FC?;Virgil van Dijk;Alisson Becker;Mohamed Salah;Naby Keïta
Který hráč nastoupil v dresu Německa do největšího počtu zápasů?;Lothar Matthäus;Miroslav Klose;Philipp Lahm;Lukas Podolski
Který hráč nastřílel nejvíce branek v derby pražských S?;Josef Bican;Antonín Puč;Josef Ludl;David Lafata
Který hráč odehrál nejvíce zápasů na MS ve fotbale?;Lothar Matthäus;Miroslav Klose;Paolo Maldini;Pelé
Který hráč PSG si v odvetě osmifinále UEFA Champions League 2016/17 vstřelil vlastní gól?;Layvin Kurzawa;Marco Verratti;Blaise Matuidi;Thiago Silva
Který hráč se stal ve věku 38 let a 129 dní nejmladším vítězem Ligy mistrů?;Pep Guardiola;José Mourinho;Zinédine Zidane;Jürgen Klopp
Který hráč si připsal celkově nejvíce asistencí v historii Premier League?;Ryan Giggs;Thierry Henry;Cesc Fàbregas;Mesut Özil
Který hráč v Leicesteru obléká číslo 10?;James Maddison;Jaime Vardy;Ayoze Peréz;Youri Tielemans
Který hráč vstřelil jediný gól anglické reprezentace v osmifinále EURO 2016? (Anglie 1:2 Island);Wayne Rooney;Daniel Sturridge;Raheem Sterling;Harry Kane
Který hráč vstřelil jediný gól Bayernu Mnichov ve finále UEFA Champions League 1999?;Mario Basler;Thomas Linke;Stefan Effenberg;Carsten Jancker
Který hráč vyhrál UEFA Champions League se třemi různými kluby?;Clarence Seedorf;Cristiano Ronaldo;Samuel Eto'o;Ricardo Carvalho
Který hráč zajistil Německu dvěma góly vítězství ve finále ME 1996 ve fotbale?;Oliver Bierhoff;Jürgen Klinsmann;Stefan Kuntz;Mario Basler
Který hráč zaznamenal nejvíce startů v dresu Bayeru Leverkusen?;Stefan Kießling;Carsten Ramelow;Ulf Kirsten;Thomas Hörster
Který hráč zaznamenal ve španělské La Lize nejvíce hattricků?;Lionel Messi;Cristiano Ronaldo;Telmo Zarra;Alfredo Di Stéfano
Který hráč získal 14 titulů v české nejvyšší fotbalové soutěži v dresu Sparty?;Jiří Novotný;Michal Horňák;Jozef Chovanec;Horst Siegl
Který hráč získal nejvíce trofejí Zlatý míč (Ballon d'Or)?;Lionel Messi;Pelé;Cristiano Ronaldo;Johan Cruyff
Který kouč dovedl Ajax k vítězství v UEFA Champions League?;Louis van Gaal;Johan Cruyff;Guus Hiddink;Dick Advocaat
Který německý hráč neproměnil penaltu v rozstřelu ve finále ME 1976 proti Československu?;Uli Hoeneß;Dieter Müller;Franz Beckenbauer;Gerd Müller
Který rozhodčí odpískal v české fotbalové lize nejvíce zápasů?;Pavel Královec;Radek Příhoda;Libor Kovařík;Pavel Franěk
Který slovenský tým si zahrál v sezóně 2010/11 základní skupinu UEFA Champions League?;MŠK Žilina;FC Spartak Trnava;ŠK Slovan Bratislava;AS Trenčín
Který trenér dovedl AS Monaco v roce 2003 až do finále UEFA Champions League?;Didier Deschamps;Raymond Goethals;Michel Platini;Laurent Blanc
Který trenér dovedl Československo k jeho jedinému titulu na Mistrovství Evropy ve fotbale?;Václav Ježek;Ladislav Kačáni;Josef Masopust;František Havránek
Který trenér dovedl Liverpool FC k vítězství v UEFA Champions League 2018/2019?;Jürgen Klopp;Pep Guardiola;Kenny Dalglish;Brendan Rodgers
Který trenér odkoučoval ve španělské fotbalové lize nejvíce zápasů?;Luis Aragonés;Miguel Muñoz;Ernesto Valverde;Javier Irureta
Který trenér vyhrál s Wolfsburgem v sezóně 2008/09 Bundesligu?;Felix Magath;Wolfgang Wolf;Dieter Hecking;Otto Rehhagel
Který trenér vystřídal nejvíce klubů v anglické fotbalové Premier League?;Sam Allardyce;Steve Bruce;Alan Pardew;David Moyes
Který tým dokázal Liverpool FC porazit v UEFA Champions League rekordním výsledkem 8:0?;Besiktas;Maribor;Celtic;Olympiakos
Který tým hraje na Estádio Ramón Sánchez Pizjuán?;FC Sevilla;Valencia CF;Real Sociedad;Real Madrid
Který tým koupil roku 2011 za 41 milionů eur útočníka Andyho Carolla z Newcastlu United?;Liverpool FC;Chelsea FC;West Ham United;Queens Park Rangers
Který tým trénoval Alex Ferguson před svým odchodem do Manchesteru United?;Aberdeen;Rangers;Hearts;St. Mirren
Který tým trénoval Mauricio Pochettino před nástupem na lavičku Tottenhamu Hotspur?;Southampton FC;Espanyol Barcelona;FC Bordeaux;PSG
Který tým ukončil neporazitelnost Arsenalu v Premier League (24.10.2004)?;Manchester United;Chelsea FC;AFC Sunderland;Liverpool FC
Který tým vyhrál Mistrovství Evropy ve fotbale 1996?;Německo;Česko;Dánsko;Francie
Který tým vyhrál Mistrovství Evropy ve fotbale 2000?;Francie;Německo;Itálie;Řecko
Který tým vyhrál Mistrovství Evropy ve fotbale 2008?;Španělsko;Německo;Itálie;Řecko
Který tým vyhrál Mistrovství Evropy ve fotbale 2012?;Španělsko;Německo;Itálie;Řecko
Který tým vyhrál Premier League v roce 1999?;Manchester United;Arsenal FC;Chelsea FC;Leeds United
Který tým vyhrál Premier League v roce 2000?;Manchester United;Arsenal FC;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2001?;Manchester United;Arsenal FC;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2002?;Arsenal FC;Manchester United;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2003?;Manchester United;Arsenal FC;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2004?;Arsenal FC;Chelsea FC;Liverpool FC;Manchester United
Který tým vyhrál Premier League v roce 2005?;Chelsea FC;Manchester United;Arsenal FC;Liverpool FC
Který tým vyhrál Premier League v roce 2006?;Chelsea FC;Manchester United;Arsenal FC;Liverpool FC
Který tým vyhrál Premier League v roce 2007?;Manchester United;Arsenal FC;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2008?;Manchester United;Arsenal FC;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2009?;Manchester United;Arsenal FC;Chelsea FC;Liverpool FC
Který tým vyhrál Premier League v roce 2010?;Chelsea FC;Manchester United;Arsenal FC;Manchester City
Který tým vyhrál první Mistrovství Evropy ve fotbale?;Sovětský svaz;Francie;Československo;Západní Německo
Který tým vyhrál UEFA Europa League 2009/10?;Atlético Madrid;Fulham FC;Šachťar Doněck;FC Porto
Který tým vyhrál UEFA Europa League 2010/11?;FC Porto;Atlético Madrid;Chelsea FC;SC Braga
Který tým vyhrál UEFA Europa League 2011/12?;Atlético Madrid;FC Porto;Chelsea FC;Athletic Bilbao
Který tým vyhrál UEFA Europa League 2012/13?;Chelsea FC;Atlético Madrid;Benfica Lisabon;Sevilla FC
Který tým vyhrál UEFA Europa League 2013/14?;Sevilla FC;Atlético Madrid;Chelsea FC;Benfica Lisabon
Který tým vyhrál UEFA Europa League 2014/15?;Sevilla FC;Atlético Madrid;Liverpool FC;Dněpr Dněpropetrovsk
Který tým vyhrál UEFA Europa League 2015/16?;Sevilla FC;Atlético Madrid;Liverpool FC;Dněpr Dněpropetrovsk
Který tým vyhrál UEFA Europa League 2016/17?;Manchester United;Sevilla FC;Atlético Madrid;Liverpool FC
Který tým vyhrál UEFA Europa League 2017/18?;Atlético Madrid;Manchester United;Sevilla FC;Chelsea FC
Který tým vyhrál UEFA Europa League 2018/19?;Chelsea FC;Atlético Madrid;Arsenal FC;Sevilla FC
Který tým vyhrál UEFA Europa League 2019/20?;Sevilla FC;Chelsea FC;Atlético Madrid;Arsenal FC
Který z následujících fotbalových trenérů je nejmladší?;Mauricio Pochettino;Diego Simeone;Pep Guardiola;Jürgen Klopp
Který z těchto hráču nedal nikdy gól v El Clásicu?;David Beckham;Gareth Bale;Michael Owen;Steve McManaman
Který z těchto hráčů Porta FC nedal gól ve finále Ligy mistrů 2004? (AS Monaco 0:3 Porto FC);Benni McCarthy;Carlos Alberto;Deco;Dmitrij Aljeničev
Který z těchto týmu nikdy netrénoval José Mourinho?;Manchester City;Manchetser United;Chelsea FC;Tottenham Hotspur
Na kterém stadionu se odehrálo finále Ligy mistrů 2017/18?;NSK Olimpijskyj;Wembley Stadium;Stadio Olimpico;Wanda Metropolitano
Na kterém stadionu se odehrálo finále UEFA Champions League 1999?;Camp Nou;Wembely;San Siro;Atatürkův olympijský stadion
Odchovancem kterého týmu je Bojan Krkić?;FC Barcelona;Crvena zvezda Bělehrad;Hajduk Split;Željezničar Sarajevo
Odchovancem kterého týmu je Mikel Arteta?;FC Barcelona;Athletic Bilbao;Real Sociedad;Deportivo Alavés
Se kterým týmem vyhrál Wesley Sneijder UEFA Champions League?;Internazionale Milano;Real Madrid;Ajax Amsterdam;Chelsea FC
Se kterým z těchto týmu nevyhrál Clarence Seedorf UEFA Champions League?;Internazionale Milano;AC Milan;Real Madrid;Ajax Amsterdam
V dresu kterého evropského týmu dal nejvíce branek fotbalový útočník Mario Kempes?;Valencia CF;La Coruña;Real Madrid;Sevilla FC
V jaké vzdálenosti od brankové čáry se nachází penaltový puntík?;11 m;10 m;10 yardů;11 yardů
V jaké zemi se narodil Mesut Özil?;Německo;Turecko;Švédsko;Rakousko
V jakém evropském fotbalovém týmu si zahrál bývalý brazilský záložník Zico?;Udinese Calcio;FC Nantes;Benfica Lisabon;Real Betis
V jakém městě hraje své domácí zápasy Aston Villa?;Birmingham;Nottingham;Londýn;Cambridge
V jakém městě se narodil Ronaldo Nazário?;Rio de Janeiro;São Paulo;Porto Alegre;Belo Horizonte
V jakém roce se trenér Bill Shankly ujal kormidla Liverpoolu FC?;1959;1955;1957;1961
V jakém roce usedl Alex Ferguson na lavičku Manchesteru United?;1986;1984;1982;1988
V jakém týmu chytal fotbalový brankář Claudio Bravo než přestoupil roku 2014 do Barcelony?;Real Sociedad;Malága;Valencia CF;Manchester City
V jakém týmu hrál N'Golo Kanté před odchodem do Leicesteru City?;SM Caen;FC Metz;AS Monaco;AJ Auxerre
V jakém týmu strávil nejdelší část své kariéry Martin Vaniak?;Sigma Olomouc;Petra Drnovice;Slavia Praha;SIAD Most
V jakém týmu ukončil kariéru Peter Schmeichel?;Manchester City;Manchester United;Aston Villa;Sporting Lisabon
V jakém týmu začínal s fotbalem záložník Tomáš Souček?;FC Slovan Havlíčkův Brod;SK Slavia Praha;FK Viktoria Žižkov;AFC Humpolec
Který hráč odehrál v dresu Arsenalu nejvíce zápasů?;David O'Leary;George Armstrong;Tony Adams;Lee Dixon
Ve které zemi se Jan Koller se stal nejlepším ligovým střelcem?;Belgie;Česko;Německo;Rusko
Ve kterém evropském klubu působil fotbalový brankář René Higuita?;Real Valladolid;Eibar;Villarreal;Real Betis
Ve kterém fotbalovém týmu hrál Leighton Baines před odchodem do Evertonu FC?;Wigan Athletic;Swindon Town;Reading;Blackburn Rovers
Ve kterém klubu působí pouze hrači s baskickými kořeny?;Athletic Bilbao;SD Eibar;Real Sociedad;CA Osasuna
Ve kterém klubu v současnosti působí srbský obránce Branislav Ivanović?;West Bromwich Albion;Fulham FC;Chelsea FC;Brentford FC
Ve kterém klubu začínal svoji kariéru Eric Dier?;Sporting Lisabon;Newcastle United;Southampton;Benfica Lisabon
Ve kterém městě se narodil Alex Král?;Košice;Praha;Teplice;Bratislava
Ve kterém městě sídlí klub Everton FC?;Liverpool;Londýn;Newcastle upon Tyne;Manchester
Ve kterém roce byl založen klub TSG Hoffenheim?;1899;1901;1999;1904
Ve kterém roce nevyhrál Manchester United Ligu mistrů/PMEZ?;2005;1968;1999;2008
Ve kterém roce s odehrálo první MS ve fotbale?;1930;1950;1934;1954
Ve kterém roce se udála Mnichovská tragédie, při které spadlo letadlo s týmem Manchesteru United?;1958;1960;1962;1964
Ve kterém roce vyhrál Lionel Messi svůj první zlatý míč?;2009;2006;2007;2008
Ve kterém španělském týmu hrával Ciro Immobile?;Sevilla;Real Madrid;Valencia;Atlético Madrid
Ve kterém tureckém týmu si zahrál Franck Ribéry?;Galatasaray;Fenerbahce;Besiktas;Trabzonspor
Ve kterém týmu odehrál většinu své aktivní hráčské kariéry Jürgen Klopp?;1. FSV Mainz 05;Borussia Dortmund;Eintracht Frankfurt;Fortuna Düsseldorf
Ve kterém týmu si premiérový seniorský start připsal fotbalový útočník Heung-min Son?;Hamburger SV;1. FSV Mainz 05;Bayer Leverkusen;1. FC Köln
Ve kterém týmu ukončil kariéru nizozemský fotbalista Ruud Gullit?;Chelsea;PSV;Ajax Amsterdam;Sampdoria Janov
Ve kterém týmu vyhrál německou ligu i německý pohár český reprezentant Pavel Kuka?;1. FC Kaiserslautern;1. FC Nürnberg;Borussia Dortmund;Bayern Mnichov
Ve kterém týmu zahájil svoji kariéru fotbalista Gareth Bale?;Sothampton;Swansea;Tottenham;Hull City
Z jakého týmu přestoupil do Manchesteru United Karel Poborský?;Slavia Praha;Viktoria Žižkov;Lazio Řím;Benfica Lisabon
Z jakého týmu přestoupil do Tottenhamu Hotspur Jan Vertonghen?;Ajax;PSV;Anderlecht;Club Brugge
Za kterého hráče zaplatil Tottenham nejvíce peněz v klubové historii?;Tanguy Ndombelé;Davinson Sánchez;Moussa Sissoko;Erik Lamela
Za který pražský fotbalový tým si zahrál herec Vlasta Burian?;Sparta;Dukla;Slavia;Bohemians
Za který ruský fotbalový tým si zahrál český útočník Jan Koller?;Křídla sovětů Samara;Rostov;Arsenal Tula;Dynamo Moskva
Za rezervní tým kterého pražského klubu hrával v mladí československý prezident Edvard Beneš?;Slavia;Dukla;Sparta;Viktoria Žižkov
Ze které země pocházel Bob Paisley?;Skotsko;Anglie;Wales;Irsko
Ze které země pocházel Matt Busby?;Skotsko;Anglie;Wales;Irsko
Ze kterého klubu přestoupil roku 2008 Dani Alves do FC Barcelona?;Sevilla FC;Real Zaragoza;Juventus FC;PSG
Ze kterého klubu přestoupil v roce 2008 do Liverpoolu obránce Martin Škrtel?;Zenit Petrohrad;Spartak Moskva;Spartak Trnava;AS Trenčín
Ze kterého týmu přišel do Bayernu Kingsley Coman?;Juventus;PSG;Arsenal;Schalke 04
Jakou zemi reprezentoval Clint Dempsey?;USA;Anglie;Wales;Skotsko
Kdo byl kapitánem Maďarska na ME ve fotbale 2016?;Balázs Dzsudzsák;Zoltán Gera;Gábor Király;Roland Juhász
Kdo byl nejmladším účastníkem EURO 2016?;Marcus Rashford;Renato Sanches;Kingsley Coman;Oleksandr Zinčenko
Kdo je historicky nejlepším střelcem Copa del Rey?;Telmo Zarra;Lionel Messi;Cristiano Ronaldo;László Kubala
Kdo je historicky nejlepším střelcem Evertonu FC?;Dixie Dean;Graeme Sharp;Bob Latchford;Alex Young
Kdo je historicky nejlepším střelcem italské reprezentace?;Luigi Riva;Silivio Piola;Giuseppe Meazza;Alessandro del Piero
Kdo je historicky nejlepším střelcem norské fotbalové reprezentace?;Jørgen Juve;Ole Gunnar Solskjær;Einar Gundersen;Erling Håland
Kdo je historicky nejlepším střelcem španělského fotbalového poháru Copa del Rey?;Telmo Zarra;László Kubala;Josep Samitier;Lionel Messi
Kdo je kapitánem AS Monaco?;Wissam Ben Yedder;Cesc Fàbregas;Stevan Jovetić;Radosław Majecki
Kdo je kapitánem Athleticu Bilbao?;Iker Muniain;Óscar de Marcos;Raúl García;Unai Simón
Kdo je kapitánem Olympique Lyon?;Memphis Depay;Anthony Lopes;Léo Dubois;Houssem Aouar
Kdo je kapitánem Olympique Marseille?;Steve Mandanda;Florian Thauvin;Dimitri Payet;Kevin Strootman
Kdo je kapitánem Realu Sociedad?;Asier Illarramendi;Mikel Oyarzabal;David Silva;Mikel Merino
Kdo je kapitánem Villarreal CF?;Mario Gaspar;Vicente Iborra;Raúl Albiol;Sergio Asenjo
Kdo vyhrál Ligu mistrů 1992/1993?;Olympique Marseille;AC Milan;Crvena zvezda Bělehrad;FC Barcelona
Kdo vyhrál Ligu mistrů 1993/1994?;AC Milan;FC Barcelona;Olympique Marseille;Ajax Amsterdam
Kdo vyhrál Ligu mistrů 1994/1995?;Ajax Amsterdam;AC Milan;FC Barcelona;Juventus FC
Kdo vyhrál Ligu mistrů 1995/1996?;Juventus FC;Ajax Amsterdam;AC Milan;Borussia Dortmund
Kdo vyhrál Ligu mistrů 1996/1997?;Borussia Dortmund;Juventus FC;Ajax Amsterdam;AC Milan
Kdo vyhrál Ligu mistrů 1997/1998?;Real Madrid;Juventus FC;Borussia Dortmund;Manchester United
Kdo vyhrál Zlatý míč (Ballon d'Or) 1997?;Ronaldo;Zinédine Zidane;Rivaldo;Luís Figo
Kdo vyhrál Zlatý míč (Ballon d'Or) 1998?;Zinédine Zidane;Ronaldo;Rivaldo;Luís Figo
Kdo vyhrál Zlatý míč (Ballon d'Or) 1999?;Rivaldo;Zinédine Zidane;Ronaldo;Luís Figo
V jakém týmu začal svoji seniorskou kariéru Harry Maguire?;Sheffield United;Hull City;Leicester City;Reading
Kolik sourozenců má Lionel Messi?;3;0;2;4
Kolik vlků (vlčic) se nachází ve znaku týmu AS Řím?;1;2;3;4
Kolikrát vyhrál Alex Ferguson anglickou Premier League s Manchesterem United?;13×;11×;12×;14×
Který, kromě Lionela Messiho, vstřelil 5 gólů během jednoho zápasu UEFA Champions League?;Luiz Adriano;Bafetimbi Gomis;Cristiano Ronaldo;Ruud van Nistelrooy,,,,,,
Kteří dva světově známí fotbalisté mají narozeniny ve stejný den?;Cristiano Ronaldo a Neymar;Cristiano Ronaldo a Lionel Messi;Lionel Messi a Neymar;Neymar a Luis Suárez
Kterou zemi reprezentuje Geoffrey Kondogbia?;Středoafrickou republiku;DR Kongo;Francii;Anglii
Který brankář nastoupil do rekordních 310 po sobě jdoucích zápasů Premier League?;Brad Friedel;Tim Howard;Shay Given;Marc Schwarzer
Který brankář vychytal nejvíce penalt v historii Bundesligy? (23);Rudolf Kargus;Harald Schumacher;Jens Lehmann;Oliver Kahn
Který fotbalový tým zaznamenal historicky nejvyšší návštěvnost v české lize?;Hradec Králové;Slavia Praha;Sparta Praha;Boby Brno
Který hráč si zahrál anglickou fotbalovou Premier League v dresu osmi klubů?;Marcus Bent;Jermain Defoe;James Milner;Peter Crouch
Který hráč zvládl v české lize nastřílet 50 gólů za nejnižší počet zápasů (68)?;Radek Drulák;Horst Siegl;Michael Krmenčík;Jiří Štajner
Který národní tým trénoval Marcelo Bielsa mezi lety 2007 a 2011?;Chile;Argentinu;Brazílii;Španělsko
Který trenér trénoval Dortmund před Jürgenem Kloppem?;Thomas Doll;Bert van Marwijk;Thomas Tuchel;Matthias Sammer
Který tým dokázal získat 7× po sobě francouzský titul?;Olympique Lyon;PSG;Saint Étienne;Olympique Marseille
Který tým vyhrál Copa América 2001?;Kolumbie;Argentina;Brazílie;Chile
Který tým vyhrál Copa América 2004?;Brazílie;Kolumbie;Argentina;Chile
Který tým vyhrál Copa América 2008?;Brazílie;Kolumbie;Argentina;Uruguay
Který tým vyhrál Copa América 2011?;Uruguay;Argentina;Brazílie;Chile
Který tým vyhrál Copa América 2015?;Chile;Argentina;Brazílie;Uruguay
Který tým vyhrál Copa América 2016?;Chile;Argentina;Brazílie;Uruguay
Který tým vyhrál Copa América 2019?;Brazílie;Chile;Argentina;Uruguay
Který tým vyhrál Mistrovství Evropy ve fotbale 1964?;Španělsko;Sovětský svaz;Itálie;Jugoslávie
Který tým vyhrál Mistrovství Evropy ve fotbale 1968?;Itálie;Jugoslávie;Španělsko;Západní Německo
Který tým vyhrál Mistrovství Evropy ve fotbale 1972?;Západní Německo;Sovětský svaz;Itálie;Československo
Který tým vyhrál Mistrovství Evropy ve fotbale 1976?;Československo;Západní Německo;Nizozemsko;Belgie
Který tým vyhrál Mistrovství Evropy ve fotbale 1980?;Západní Německo;Československo;Belgie;Francie
Který tým vyhrál Mistrovství Evropy ve fotbale 1984?;Francie;Španělsko;Západní Německo;Nizozemsko
Který tým vyhrál Mistrovství Evropy ve fotbale 1988;Nizozemsko;Sovětský svaz;Francie;Dánsko
Který tým vyhrál Mistrovství Evropy ve fotbale 1992?;Dánsko;Německo;Nizozemsko;Československo
Který tým vyhrál Premier League v roce 1993?;Manchester United;Blackburn Rovers;Newcastle United;Liverpool FC 
Který tým vyhrál Premier League v roce 1994?;Manchester United;Blackburn Rovers;Newcastle United;Liverpool FC 
Který tým vyhrál Premier League v roce 1995?;Blackburn Rovers;Newcastle United;Manchester United;Liverpool FC
Který tým vyhrál Premier League v roce 1996?;Manchester United;Arsenal FC;Blackburn Rovers;Aston Villa FC
Který tým vyhrál Premier League v roce 1997?;Manchester Unietd;Arsenal FC;Blackburn Rovers;Sunderland FC
Který tým vyhrál Premier League v roce 1998?;Arsenal FC;Manchester United;Blackburn Rovers;Leeds United
Který z těchto fotbalových týmů nenajdeme ve Stockholmu?;BK Häcken;Hammarby IF;AIK;Djurgårdens IF
Který z těchto týmů vyhrál španělskou La Ligu více než jednou?;Real Sociedad;FC Sevilla;Real Betis;Deportivo de La Coruña
Od kterého roku je Austrálie členem Asijské fotbalové konfederace (AFC)?;2006;1998;2002;2010
Odchovancem kterého týmu je Pepe Reina?;FC Barcelona;Real Madrid;Atlético Madrid;Villarreal CF
Proti kterému týmu nikdy neskóroval slovenský reprezentant Stanislav Šesták?;Ukrajina;Česko;Chile;Kostarika
Se kterým týmem prohráli českoslovenští fotbalisté ve finále MS ve fotbale 1934?;Itálie;Uruguay;Brazílie;Německo
V jakém týmu získal Kevin Keegan dva Zlaté míče (Ballon d'Or)?;Hamburger SV;Southampton;Liverpool FC;Newcastle United
Ve které asijské zemi si zahrál Rivaldo?;Uzbekistán;Japonsko;Katar;Jižní Korea
Ve které zemi se narodil Fikayo Tomori?;Kanada;Anglie;Japonsko;Indonésie
Za který z těchto klubů nikdy nehrál fotbalový záložník Gennaro Gattuso?;Pisa;Salernitana;Rangers;Sion
Za který z těchto týmu si nikdy nezahrál Ivan Perišić?;Schalke 04;VfL Wolfsburg;Borussia Dortmund;Bayern Mnichov
Za mládežnickou reprezentaci které země hrával fotbalový záložník Miralem Pjanić?;Lucembursko;Bosna a Hercegovina;Švýcarsko;Srbsko
Ze kterého týmu přestoupil do Juventusu v roce 2011 fotbalový obránce Andrea Barzagli?;VfL Wolfsburg;Werder Brémy;Bologna FC;US Pistoiese 1921
Kdo vyhrál Premier League v roce 2021?;Manchester City;Manchester United;Liverpool FC;Chelsea FC
Který tým vyhrál La Ligu v roce 2021?;Atlético Madrid;FC Barcelona;Real Madrid;FC Sevilla
Kdo vyhrál Serii A v roce 2021?;Internazionale Milano;Juventus FC;AC Milan;Atalanta Bergamo
Kdo vyhrál Bundesligu v roce 2021?;Bayern Mnichov;Borussia Dortmund;VFL Wolfsburg;Borussia Mönchengladbach
